round,train_acc,test_acc,loss
1,0.08201099764336214,0.08423087544877106,4.105982247652582
2,0.15129615082482326,0.15631041148853908,3.980536173536316
3,0.13599371563236448,0.13974040320353492,3.7770137455015016
4,0.16128829536527886,0.17426125379729357,3.4912242536484226
5,0.19205027494108406,0.21568627450980393,3.266045992560757
6,0.28270227808326787,0.3087544877105772,3.1021421738534762
7,0.300204241948154,0.3192488262910798,2.96425170392761
8,0.34507462686567164,0.3606738470035902,2.8641267411454017
9,0.35082482325216024,0.3675780171223419,2.744940638970157
10,0.40364493322859385,0.415907207953604,2.652691385753245
11,0.4177533385703064,0.431924882629108,2.565319787135805
12,0.4011311861743912,0.4125932062966031,2.507414970829881
13,0.4435820895522388,0.45015189174261255,2.4184375121362365
14,0.4440534171249018,0.45015189174261255,2.3610128525441865
15,0.45413982717989004,0.46092239712786526,2.3149825008953844
16,0.4773605655930872,0.484120408726871,2.2490512834204983
17,0.4981304006284368,0.503728251864126,2.196627697211147
18,0.4890180675569521,0.4948909141121237,2.1737806588304336
19,0.5215082482325216,0.5219552609776305,2.1427768558732914
20,0.5008326787117047,0.5017950842308755,2.1162609994757147
21,0.509222309505106,0.5161557580778791,2.084055405695509
22,0.5130871956009426,0.5216790941728804,2.046973370939485
23,0.5409897879025923,0.5385252692626347,2.0175338277366404
24,0.5451374705420267,0.5490196078431373,1.9894119764157865
25,0.5555380989787903,0.5550952775476388,1.9593044008151237
26,0.5546268656716418,0.5556476111571389,1.9406769296076705
27,0.5499764336213668,0.5509527754763878,1.9480962492556442
28,0.5678868813825608,0.5669704501518917,1.8896007690598247
29,0.5552238805970149,0.5595139464236398,1.9245735596175089
30,0.5685153181461116,0.5644849489091411,1.9243879763337994
31,0.5597486252945797,0.5650372825186413,1.9055827429728494
32,0.5744226237234878,0.5724937862468932,1.872135409924313
33,0.5853574234092694,0.5882352941176471,1.8399397442598298
34,0.5705263157894737,0.5766362883181442,1.8686740541286937
35,0.5948468185388845,0.5948632974316487,1.8132350513929163
36,0.5903849175176747,0.592101629384148,1.8211152951910297
37,0.5996543597800471,0.6020436343551505,1.8057100284958834
38,0.6000314218381775,0.6006628003314002,1.7978371675749965
39,0.5958523173605655,0.5965202982601492,1.791964661841299
40,0.5991516103692066,0.6023198011599006,1.7902034579374224
41,0.6076040848389631,0.6150234741784038,1.766582161377425
42,0.605718774548311,0.6078431372549019,1.7818560196002917
43,0.6107462686567164,0.6175089754211543,1.7617922585104684
44,0.6147054202670856,0.6186136426401546,1.7532029550926884
45,0.6119717203456402,0.6136426401546534,1.7532400380376623
46,0.615490966221524,0.6150234741784038,1.7492106726603494
47,0.6175333857030636,0.6235846451256559,1.7353971913782018
48,0.6251374705420267,0.6252416459541563,1.7482889929189105
49,0.6250746268656716,0.6274509803921569,1.7301704682753383
50,0.6332443047918304,0.6293841480254073,1.724582506720778
